trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
41,True,"{'a': 0, 'e': 0}",25,12,16.781932466261146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",30,20,17.70990884302032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,14,19.177452694091308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,7,36.241274307084346,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,5,34.25158526938997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,8,22.151554756054914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,13,23.671061202490524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,8,20.908882387080393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",30,8,40.12760552863172,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,16.458376451589196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,17,16.776015258112306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",25,3,38.62800155977392,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",35,15,38.37577760859646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,13,12.845023181555257,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,11,14.745438129235481,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,7,32.1176951593374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",20,8,23.75244764040042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,8,21.08454710885376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,8,29.92779098754459,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",35,20,26.069884542139462,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",25,12,24.806965051910083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",30,18,19.600660367439744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,0,28.948780164158315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
64,True,"{'a': 0, 'e': 0}",25,3,41.791139854969614,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
